# Dates, Infections, Hospitalizations, Deaths, Mean_rt
2020-02-05,1089.8993483065829,0.0,0.0,2.2637755302375644
2020-02-06,1089.8993483065829,0.0,0.0,2.263773455597592
2020-02-07,1089.8993483065829,0.0,0.0,2.263772578959101
2020-02-08,1089.8993483065829,0.0,0.0,2.263771331898426
2020-02-09,1089.8993483065829,0.0,0.0,2.2637695578954373
2020-02-10,1089.8993483065829,0.0,0.0,2.2637670342943736
2020-02-11,1089.8993483065829,0.0,0.0,2.2637634443602703
2020-02-12,1089.8993483065829,0.0,0.0,2.2637583375299677
2020-02-13,1089.8993483065829,0.0,0.0,2.263751072871476
2020-02-14,3557.1164875638024,0.0,0.0,2.2637109959654773
2020-02-15,3545.1194975397257,0.0,0.0,2.263692577651299
2020-02-16,3812.3535451467833,0.0,0.0,2.2636595321785773
2020-02-17,4357.45167405664,0.0,0.0,2.2636176927877294
2020-02-18,5489.863459187555,21.0,0.0,2.2635623750546694
2020-02-19,7269.841699946285,43.0,0.0,2.263487323551004
2020-02-20,8738.783742292666,65.0,0.0,2.2633829871389066
2020-02-21,10165.164522474463,87.0,0.02176462680094398,2.2632364250878667
2020-02-22,12001.410868458,108.0,0.06384290528276902,2.2630334417761224
2020-02-23,14361.86591031458,130.0,0.12507405534942476,2.2627524992415533
2020-02-24,17416.664507520956,152.0,0.20452945292407093,2.262361394920317
2020-02-25,20847.939466378204,174.0,0.30146619874523534,2.261814601862168
2020-02-26,24700.936633132926,196.0,0.42979972460436955,2.261047696158813
2020-02-27,29245.456648322954,267.0,0.5876035998540683,2.25997144677462
2020-02-28,34721.14031204043,338.0,0.7733366799764075,2.2584599700149925
2020-02-29,41316.078859380934,392.0,0.9857660493570481,2.256335210659811
2020-03-01,49063.01840177663,458.0,1.3421505555342346,2.2533467260084628
2020-03-02,58074.46909591909,546.0,1.8867400092003543,2.2491442819985052
2020-03-03,68616.71267746063,669.0,2.619746354703439,2.2432417532502202
2020-03-04,80988.60992478873,822.0,3.485169940500157,2.234969817454297
2020-03-05,95455.76316009721,1004.0,4.435470179793833,2.223418241061977
2020-03-06,112183.78362664177,1222.0,5.397247940035166,2.2073725778610327
2020-03-07,131281.01974426286,1487.0,6.61384683771648,2.185257202436383
2020-03-08,152802.5401116359,1814.0,8.160574518678404,2.1551107475548266
2020-03-09,176643.46473683516,2160.0,10.124857022841564,2.1146401694093826
2020-03-10,202407.51902440604,2583.0,12.585932676336391,2.061422117585276
2020-03-11,229302.57695462296,3091.0,15.584878012687511,1.99332586478048
2020-03-12,256141.59459086863,3699.0,19.271301682765102,1.9091850344438754
2020-03-13,281466.0633773649,4415.0,23.820813273823376,1.8096094669195093
2020-03-14,303784.6600358698,5251.0,29.42534806860622,1.6976227369819152
2020-03-15,321902.42646799603,6238.0,36.28807354714506,1.5786803618763132
2020-03-16,335216.0325128348,7407.0,44.51300215449558,1.4597891732226775
2020-03-17,343815.9668941664,8787.0,54.42551000595435,1.3479439927589028
2020-03-18,348329.6319848309,10408.0,66.40696865525035,1.2485688732730138
2020-03-19,349611.95204186975,12304.0,80.8872095078495,1.1646473716907013
